scenario,n_seeds,mean_completion_rate,completion_rate_ci95_low,completion_rate_ci95_high,mean_abandonment_rate,mean_time_to_complete_s,time_to_complete_ci95_low,time_to_complete_ci95_high
email_baseline,10,0.8180400000000001,0.8146397002728373,0.8214402997271629,0.1819599999999999,10.102997620047013,10.041763186543387,10.16423205355064
email_degraded,10,0.15897999999999998,0.15497431359760308,0.16298568640239688,0.84102,20.174872423634987,19.792923367587058,20.556821479682917
sms_baseline,10,0.95512,0.9524964177787584,0.9577435822212416,0.04488000000000003,6.541080657632564,6.5173662948918345,6.564795020373294
sms_degraded,10,0.34608,0.34089852420380856,0.35126147579619144,0.6539200000000001,16.569369209242517,16.434922377237623,16.70381604124741
