accuracy,precision,recall,f1,roc_auc,pr_auc,support_positive,support_negative,model,experiment,n_features,seed,ablated_feature,delta_f1,delta_roc_auc
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9940421541006463,0.9945546134568064,2022,1978,gradient_boosting,compliance_violation_early_warning,9,47,n_reissues_so_far,0.0,0.00016952051198215745
0.95225,0.9745982374287195,0.9297725024727992,0.9516578081498355,0.989088929760501,0.9908076280171695,2022,1978,logistic_regression,compliance_violation_early_warning,9,47,max_time_offset_so_far,-0.001736315457054105,0.0002455297090948605
0.9705,0.9984293193717277,0.9431256181998022,0.9699898270600203,0.9925902284176387,0.9936920252350492,2022,1978,gradient_boosting,compliance_violation_early_warning,9,47,max_time_offset_so_far,-0.0002467539626201942,-0.0012824051710255135
0.827,0.917189460476788,0.7230464886251237,0.8086283185840708,0.8879366903395312,0.9189309187787396,2022,1978,logistic_regression,compliance_violation_early_warning,9,47,any_cross_session_so_far,-0.14476580502281877,-0.10090670971187499
0.867,0.9850260416666666,0.748269040553907,0.850477796514896,0.9352951707156565,0.9491333474625088,2022,1978,gradient_boosting,compliance_violation_early_warning,9,47,any_cross_session_so_far,-0.11975878450774458,-0.05857746287300769
0.954,0.9771547248182763,0.9307616221562809,0.9533941236068896,0.988823647661367,0.9906839711788601,2022,1978,logistic_regression,compliance_violation_early_warning,9,47,any_valid_after_reissue_so_far,0.0,-1.9752390039151635e-05
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9935129650687734,0.9943983003779744,2022,1978,gradient_boosting,compliance_violation_early_warning,9,47,any_valid_after_reissue_so_far,0.0,-0.00035966851989077675
0.9535,0.9766355140186916,0.93026706231454,0.952887537993921,0.9866513848175629,0.9893355495419238,2022,1978,logistic_regression,compliance_violation_early_warning,9,47,any_valid_near_or_after_ttl_so_far,-0.0005065856129685686,-0.0021920152338432697
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9938711334071423,0.9945820862570436,2022,1978,gradient_boosting,compliance_violation_early_warning,9,47,any_valid_near_or_after_ttl_so_far,0.0,-1.5001815218962378e-06
0.9405,0.9675052410901468,0.9129574678536103,0.9394402035623409,0.9859923050689133,0.9880929112685223,2022,1978,logistic_regression,compliance_violation_early_warning,9,47,mean_invalid_attempt_gap_s,-0.013953920044548651,-0.002851094982492808
0.9705,0.9984293193717277,0.9431256181998022,0.9699898270600203,0.9935548451362615,0.9945104892306705,2022,1978,gradient_boosting,compliance_violation_early_warning,9,47,mean_invalid_attempt_gap_s,-0.0002467539626201942,-0.0003177884524027119
0.9535,0.9766355140186916,0.93026706231454,0.952887537993921,0.9887373872238541,0.990594372548383,2022,1978,logistic_regression,compliance_violation_early_warning,9,47,channel_is_sms,-0.0005065856129685686,-0.00010601282755207109
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9936472313149891,0.9944591797797669,2022,1978,gradient_boosting,compliance_violation_early_warning,9,47,channel_is_sms,0.0,-0.00022540227367506827
0.95525,0.9919914575547251,0.9188921859545005,0.9540436456996149,0.9645999665959581,0.9770527478498459,2022,1978,logistic_regression,compliance_violation_early_warning,9,47,fraction_observed,0.0006495220927252854,-0.024243433455447994
0.97125,0.9994761655316919,0.9436201780415431,0.9707453574154159,0.9819433151411321,0.9866393784167243,2022,1978,gradient_boosting,compliance_violation_early_warning,9,47,fraction_observed,0.0005087763927753564,-0.011929318447532089
0.95375,0.9776391055642226,0.9297725024727992,0.9531051964512041,0.9888296483874548,0.990683575307693,2022,1978,logistic_regression,compliance_violation_early_warning,10,48,(none - full feature set),0.0,0.0
0.9705,0.9984293193717277,0.9431256181998022,0.9699898270600203,0.9945084605237233,0.9949924404190433,2022,1978,gradient_boosting,compliance_violation_early_warning,10,48,(none - full feature set),0.0,0.0
0.8,1.0,0.6043521266073195,0.7533908754623921,0.8225530289164991,0.8763813373152631,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,n_invalid_so_far,-0.19971432098881192,-0.16627661947095573
0.9625,0.9829721362229102,0.9421364985163204,0.9621212121212122,0.9920737909287025,0.9930094019100093,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,n_invalid_so_far,-0.007868614938808194,-0.002434669595020811
0.90125,0.9957343083485679,0.80811078140455,0.8921648921648921,0.9221793336993775,0.9471707556651872,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,n_valid_so_far,-0.06094030428631192,-0.06665031468807725
0.90575,0.994588093806374,0.8180019782393669,0.8976933514246948,0.9530915740804637,0.9637458318083554,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,n_valid_so_far,-0.0722964756353256,-0.04141688644325958
0.89275,0.9688051795173631,0.8140454995054401,0.8847084117172803,0.9296129831709636,0.9540195862634232,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,n_reissues_so_far,-0.06839678473392374,-0.05921666521649116
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9946242245311683,0.9949272094777185,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,n_reissues_so_far,0.0002467539626201942,0.00011576400744495174
0.953,0.9756224066390041,0.93026706231454,0.9524050632911393,0.9890921801537986,0.9908062567584147,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,max_time_offset_so_far,-0.0007001331600647864,0.000262531766343832
0.971,0.999475890985325,0.9431256181998022,0.9704834605597964,0.9934037018479236,0.9940822953639794,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,max_time_offset_so_far,0.0004936334997760472,-0.001104758675799733
0.82675,0.9176618478944061,0.722057368941642,0.8081926376972045,0.8880724567672689,0.9190062283536503,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,any_cross_session_so_far,-0.14491255875399955,-0.10075719162018593
0.86225,0.9705694177863083,0.7502472799208705,0.8463040446304044,0.9382851575040579,0.9507376654871376,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,any_cross_session_so_far,-0.12368578242961592,-0.05622330301966538
0.95375,0.9776391055642226,0.9297725024727992,0.9531051964512041,0.9888046453620889,0.9906672024095637,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,any_valid_after_reissue_so_far,0.0,-2.500302536589949e-05
0.9705,0.9984293193717277,0.9431256181998022,0.9699898270600203,0.9942854335374581,0.9949208859661967,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,any_valid_after_reissue_so_far,0.0,-0.00022302698626519568
0.95375,0.9781363872982821,0.9292779426310583,0.9530814100938372,0.9866411335771628,0.9893211856574643,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,any_valid_near_or_after_ttl_so_far,-2.3786357366883948e-05,-0.0021885148102920304
0.9705,0.9984293193717277,0.9431256181998022,0.9699898270600203,0.9945084605237233,0.9949924404190433,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,any_valid_near_or_after_ttl_so_far,0.0,0.0
0.94175,0.9695538057742782,0.9134520276953512,0.9406671759612936,0.9860113073681916,0.9881154341707505,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,mean_invalid_attempt_gap_s,-0.012438020489910495,-0.0028183410192631486
0.97025,0.9979068550497122,0.9431256181998022,0.9697431985761505,0.9941967978125352,0.9947505082899698,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,mean_invalid_attempt_gap_s,-0.00024662848386980407,-0.00031166271118809874
0.95325,0.9761286974571873,0.93026706231454,0.9526462395543176,0.9887296362859905,0.9905800962223524,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,channel_is_sms,-0.00045895689688646435,-0.00010001210146426409
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9944914584664745,0.9949731845454123,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,channel_is_sms,0.0002467539626201942,-1.7002057248860503e-05
0.955,0.991462113127001,0.9188921859545005,0.9537987679671458,0.9644264455999177,0.9769593628058022,2022,1978,logistic_regression,compliance_violation_early_warning,9,48,fraction_observed,0.0006935715159417377,-0.02440320278753705
0.9705,0.9984293193717277,0.9431256181998022,0.9699898270600203,0.9834677495977013,0.9875589777273861,2022,1978,gradient_boosting,compliance_violation_early_warning,9,48,fraction_observed,0.0,-0.01104071092602199
0.953,0.9766112266112266,0.9292779426310583,0.9523568170299037,0.9887536391903421,0.9906432811793299,2022,1978,logistic_regression,compliance_violation_early_warning,10,49,(none - full feature set),0.0,0.0
0.97125,0.9994761655316919,0.9436201780415431,0.9707453574154159,0.9942599304515847,0.9948530850816857,2022,1978,gradient_boosting,compliance_violation_early_warning,10,49,(none - full feature set),0.0,0.0
0.8,1.0,0.6043521266073195,0.7533908754623921,0.822397510098722,0.8763549757036803,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,n_invalid_so_far,-0.19896594156751157,-0.16635612909162012
0.962,0.9829545454545454,0.9411473788328387,0.9615967660434563,0.9926721133257124,0.9933751306333658,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,n_invalid_so_far,-0.009148591371959558,-0.001587817125872304
0.9015,0.9963414634146341,0.80811078140455,0.892408519934462,0.9222963478580908,0.9471899649504573,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,n_valid_so_far,-0.059948297095441694,-0.06645729133225131
0.904,0.9933734939759036,0.8155291790306627,0.8957088538837589,0.9524553721000242,0.9633504034715397,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,n_valid_so_far,-0.07503650353165703,-0.041804558351560495
0.89125,0.9686946249261665,0.811078140454995,0.882907133243607,0.9299295214720982,0.9542149848777288,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,n_reissues_so_far,-0.06944968378629668,-0.05882411771824392
0.971,0.999475890985325,0.9431256181998022,0.9704834605597964,0.9940895348337151,0.9945292614263118,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,n_reissues_so_far,-0.0002618968556195034,-0.00017039561786957869
0.952,0.9740932642487047,0.9297725024727992,0.951417004048583,0.9890339231046956,0.9907740307780004,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,max_time_offset_so_far,-0.0009398129813207312,0.0002802839143535296
0.97125,1.0,0.9431256181998022,0.9707304657673709,0.9934294549640507,0.9941809062899454,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,max_time_offset_so_far,-1.4891648045023409e-05,-0.0008304754875340103
0.827,0.917713567839196,0.7225519287833828,0.8085224128389596,0.8872893620128035,0.9185338310161234,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,any_cross_session_so_far,-0.14383440419094407,-0.10146427717753859
0.86475,0.9817826935588809,0.7462908011869436,0.8479910087103119,0.9371272673993554,0.9502076821664444,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,any_cross_session_so_far,-0.12275434870510404,-0.057132663052229304
0.95325,0.9766233766233766,0.9297725024727992,0.9526222447428426,0.988738887405376,0.9906345178554862,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,any_valid_after_reissue_so_far,0.00026542771293891487,-1.4751784966127168e-05
0.971,0.9989528795811519,0.9436201780415431,0.970498474059003,0.994185421435994,0.9947447978691681,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,any_valid_after_reissue_so_far,-0.00024688335641287473,-7.450901559069578e-05
0.9525,0.9755970924195223,0.9292779426310583,0.9518743667679838,0.9866383832443726,0.9893414158926558,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,any_valid_near_or_after_ttl_so_far,-0.0004824502619199533,-0.0021152559459695075
0.97125,0.9994761655316919,0.9436201780415431,0.9707453574154159,0.994259680421331,0.9948529124894946,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,any_valid_near_or_after_ttl_so_far,0.0,-2.5003025372338783e-07
0.94175,0.9685699319015191,0.9144411473788329,0.9407275502416688,0.9859913049478987,0.9881156389118658,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,mean_invalid_attempt_gap_s,-0.011629266788234949,-0.0027623342424434316
0.97125,1.0,0.9431256181998022,0.9707304657673709,0.9943043108216094,0.9949046108522436,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,mean_invalid_attempt_gap_s,-1.4891648045023409e-05,4.43803700247436e-05
0.954,0.9771547248182763,0.9307616221562809,0.9533941236068896,0.988721135257366,0.9905942522937236,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,channel_is_sms,0.0010373065769858636,-3.250393297604681e-05
0.97125,0.9994761655316919,0.9436201780415431,0.9707453574154159,0.9943444406773219,0.9949151233419367,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,channel_is_sms,0.0,8.45102257371888e-05
0.95525,0.9919914575547251,0.9188921859545005,0.9540436456996149,0.9646312203776657,0.9770386048200449,2022,1978,logistic_regression,compliance_violation_early_warning,9,49,fraction_observed,0.001686828669711149,-0.024122418812676405
0.9715,1.0,0.9436201780415431,0.9709923664122138,0.9817626682828622,0.9867295552001488,2022,1978,gradient_boosting,compliance_violation_early_warning,9,49,fraction_observed,0.0002470089967978595,-0.01249726216872249
0.95375,0.9776391055642226,0.9297725024727992,0.9531051964512041,0.9887918938191521,0.9906616658505523,2022,1978,logistic_regression,compliance_violation_early_warning,10,50,(none - full feature set),0.0,0.0
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9948181229928821,0.9953211161444434,2022,1978,gradient_boosting,compliance_violation_early_warning,10,50,(none - full feature set),0.0,0.0
0.8,1.0,0.6043521266073195,0.7533908754623921,0.8273421083951158,0.8788672672770457,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,n_invalid_so_far,-0.19971432098881192,-0.16144978542403632
0.9615,0.9809474768280123,0.9421364985163204,0.9611503531786074,0.9920484128579559,0.9929066898891648,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,n_invalid_so_far,-0.009086227844033123,-0.0027697101349262176
0.90175,0.9975565058032987,0.8076162215628091,0.8925936048100573,0.9226088856751667,0.9474936384470529,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,n_valid_so_far,-0.06051159164114672,-0.06618300814398537
0.9045,0.9945717732207479,0.8155291790306627,0.8961956521739131,0.9534466170406619,0.964299126343686,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,n_valid_so_far,-0.07404092884872748,-0.04137150595222017
0.8925,0.9698937426210154,0.8125618199802176,0.8842841765339075,0.9290651668851931,0.95381768031647,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,n_reissues_so_far,-0.06882101991729661,-0.059726726933958973
0.971,0.999475890985325,0.9431256181998022,0.9704834605597964,0.9946381012102465,0.9949646277023343,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,n_reissues_so_far,0.000246879537155853,-0.00018002178263554214
0.9515,0.9735751295336788,0.9292779426310583,0.9509109311740891,0.9890859293974571,0.9908155492445808,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,max_time_offset_so_far,-0.0021942652771149707,0.0002940355783049853
0.9705,0.9984293193717277,0.9431256181998022,0.9699898270600203,0.9935515947429638,0.9941531637146818,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,max_time_offset_so_far,-0.0002467539626201942,-0.0012665282499182418
0.826,0.9159347553324969,0.722057368941642,0.8075221238938053,0.8884720051126187,0.9192442084151748,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,any_cross_session_so_far,-0.14558307255739877,-0.10031988870653341
0.86375,0.97491961414791,0.7497527200791295,0.8476376852110707,0.9356142093193276,0.9490766755288336,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,any_cross_session_so_far,-0.1225988958115698,-0.05920391367355449
0.95375,0.9776391055642226,0.9297725024727992,0.9531051964512041,0.98879039363763,0.9906614356976884,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,any_valid_after_reissue_so_far,0.0,-1.5001815221182824e-06
0.971,0.999475890985325,0.9431256181998022,0.9704834605597964,0.9947466143403353,0.9952688921934653,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,any_valid_after_reissue_so_far,0.000246879537155853,-7.150865254679228e-05
0.9535,0.977627471383975,0.9292779426310583,0.9528397565922921,0.9866523849385777,0.9893462961597221,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,any_valid_near_or_after_ttl_so_far,-0.00026543985891192,-0.002139508880574459
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9948168728416138,0.9953202461189998,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,any_valid_near_or_after_ttl_so_far,0.0,-1.2501512682838722e-06
0.94,0.9669811320754716,0.9124629080118695,0.9389312977099237,0.9860448114221823,0.9881435826116745,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,mean_invalid_attempt_gap_s,-0.014173898741280389,-0.0027470823969698577
0.971,0.999475890985325,0.9431256181998022,0.9704834605597964,0.9946492275565344,0.9951647333569216,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,mean_invalid_attempt_gap_s,0.000246879537155853,-0.00016889543634768245
0.95375,0.9766476388168137,0.9307616221562809,0.9531526968852874,0.9887503887970445,0.9906105338477587,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,channel_is_sms,4.7500434083302956e-05,-4.150502210764628e-05
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9947986206330965,0.9952869940703861,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,channel_is_sms,0.0,-1.950235978553927e-05
0.95525,0.9919914575547251,0.9188921859545005,0.9540436456996149,0.964493203677645,0.9770446611981349,2022,1978,logistic_regression,compliance_violation_early_warning,9,50,fraction_observed,0.0009384492484107998,-0.024298690141507095
0.9715,1.0,0.9436201780415431,0.9709923664122138,0.9830153198537023,0.9873154189048567,2022,1978,gradient_boosting,compliance_violation_early_warning,9,50,fraction_observed,0.0007557853895732158,-0.011802803139179807
0.95325,0.9766233766233766,0.9297725024727992,0.9526222447428426,0.988755139371864,0.9906482314210604,2022,1978,logistic_regression,compliance_violation_early_warning,10,51,(none - full feature set),0.0,0.0
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9941469167769301,0.994732876223013,2022,1978,gradient_boosting,compliance_violation_early_warning,10,51,(none - full feature set),0.0,0.0
0.8,1.0,0.6043521266073195,0.7533908754623921,0.8232118586348949,0.8774461045140618,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,n_invalid_so_far,-0.1992313692804505,-0.1655432807369691
0.96125,0.9819308208569953,0.9406528189910979,0.9608486991664562,0.9916701170841673,0.9927531941839166,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,n_invalid_so_far,-0.009387881856184332,-0.002476799692762821
0.902,0.9975579975579976,0.80811078140455,0.892896174863388,0.922275595347037,0.9472583171019944,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,n_valid_so_far,-0.05972606987945461,-0.06647954402482703
0.9045,0.9939759036144579,0.8160237388724035,0.8962520369364476,0.9518496738105311,0.9630450610740697,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,n_valid_so_far,-0.07398454408619293,-0.04229724296639903
0.89125,0.9670394349617422,0.8125618199802176,0.8830959419510884,0.930029783603816,0.9542448354574988,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,n_reissues_so_far,-0.0695263027917542,-0.05872535576804794
0.97125,1.0,0.9431256181998022,0.9707304657673709,0.9941524174425105,0.9945839110059745,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,n_reissues_so_far,0.000493884744730333,5.50066558036022e-06
0.95225,0.9745982374287195,0.9297725024727992,0.9516578081498355,0.9890364234072322,0.9907915615305123,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,max_time_offset_so_far,-0.0009644365930071563,0.0002812840353682011
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9931687984246095,0.9939052108274449,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,max_time_offset_so_far,0.0,-0.000978118352320645
0.82675,0.9171374764595104,0.7225519287833828,0.808298755186722,0.887888934561082,0.9188810269129418,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,any_cross_session_so_far,-0.14432348955612062,-0.10086620481078201
0.864,0.9725063938618926,0.7522255192878339,0.8482989403234802,0.936182778116152,0.9493333002804517,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,any_cross_session_so_far,-0.12193764069916035,-0.0579641386607781
0.95325,0.9766233766233766,0.9297725024727992,0.9526222447428426,0.9887466383432394,0.9906438309459784,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,any_valid_after_reissue_so_far,0.0,-8.501028624596785e-06
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.994194797570506,0.9948044448854146,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,any_valid_after_reissue_so_far,0.0,4.788079357587183e-05
0.953,0.9761163032191069,0.9297725024727992,0.9523809523809523,0.9865928777382063,0.9893197182482125,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,any_valid_near_or_after_ttl_so_far,-0.00024129236189029957,-0.002162261633657736
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9941469167769301,0.994732876223013,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,any_valid_near_or_after_ttl_so_far,0.0,0.0
0.942,0.9685863874345549,0.9149357072205737,0.940996948118006,0.9859790534654694,0.9881113795054836,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,mean_invalid_attempt_gap_s,-0.011625296624836579,-0.002776085906394554
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9940570309007389,0.9946899380622231,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,mean_invalid_attempt_gap_s,0.0,-8.988587619118693e-05
0.95425,0.9771665801764401,0.9312561819980217,0.9536591542162572,0.9887356370120784,0.9906021216920705,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,channel_is_sms,0.0010369094734146156,-1.950235978553927e-05
0.97075,0.998952331063384,0.9431256181998022,0.9702365810226405,0.9941479168979448,0.9947339795556477,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,channel_is_sms,0.0,1.0001210146715067e-06
0.9555,0.9925213675213675,0.9188921859545005,0.9542886492039034,0.9644291959327078,0.9770162911657196,2022,1978,logistic_regression,compliance_violation_early_warning,9,51,fraction_observed,0.0016664044610608109,-0.024325943439156172
0.971,0.9989528795811519,0.9436201780415431,0.970498474059003,0.9823099845081255,0.986869127122782,2022,1978,gradient_boosting,compliance_violation_early_warning,9,51,fraction_observed,0.0002618930363624816,-0.011836932268804667
