accuracy,precision,recall,f1,roc_auc,pr_auc,support_positive,support_negative,model,experiment,seed
0.7598333333333334,0.6148851148851149,0.6475539189900053,0.6307968229566999,0.7913653129238614,0.6962566487514352,1901,4099,logistic_regression,rba_login_risk_classifier,42
0.7651666666666667,0.6383577052868391,0.5970541820094687,0.6170154933405817,0.7874974702263122,0.6823831081965142,1901,4099,random_forest,rba_login_risk_classifier,42
0.6831666666666667,0.0,0.0,0.0,0.5,0.31683333333333336,1901,4099,dummy_most_frequent,rba_login_risk_classifier,42
0.567,0.3183949973944763,0.32140978432404,0.31989528795811517,0.5011537821351842,0.3173352674424119,1901,4099,dummy_stratified,rba_login_risk_classifier,42
